CVEGEO,ndvi_2026,ndvi_2020,ndbi_2026,delta_ndvi
0901000011129,0.3281259318865215,0.317787338504318,-0.062265919019015604,0.010338593382203498
0901200010411,0.20925874789678006,0.21971919438180088,-0.0005077183288780163,-0.010460446485020813
0901200011956,0.2808944521297512,0.2908089998338009,-0.01595998565257454,-0.009914547704049648
0901200010568,0.2546372358027089,0.23619383304697444,-0.012621920320819352,0.018443402755734473
0901200011034,0.3024059938871459,0.2933862927637277,-0.037276902361979815,0.009019701123418211
0901200012085,0.3295591847682629,0.3342843489379299,-0.036551556431231105,-0.004725164169667007
0901400010045,0.22136723849488948,0.20094639612097526,-0.020767065610320618,0.020420842373914228
0901400010971,0.21545056677359825,0.19870639061220802,-0.031710111523940605,0.016744176161390234
0901400010929,0.21954113061886374,0.21157950788606397,-0.016735521941696196,0.007961622732799767
0901400010793,0.22078226212859364,0.2118486840808989,-0.0077691144808791635,0.008933578047694735
0901400010628,0.19415674570822278,0.19067916461029316,-0.001836143777247009,0.0034775810979296162
0901400010420,0.2134505688969496,0.2110651009068391,-0.01741578908026015,0.002385467990110496
090140001044A,0.2079318130859613,0.19571447681586718,-0.01920603906741637,0.012217336270094109
0901400010721,0.21716362105923387,0.20447920340531375,-0.014329279580246818,0.012684417653920116
0901400010736,0.19824537712035356,0.19081324551235726,-0.004401658633262769,0.007432131607996301
090140001076A,0.21196732099563398,0.20086346536039018,-0.00043144131105257835,0.011103855635243798
0901400010774,0.28973109331334557,0.27838024936052885,-0.05608932239158813,0.011350843952816714
0900600010880,0.21727105259441065,0.20475057583722703,-0.013448315125928841,0.012520476757183624
0900200010701,0.2184672833298669,0.21363715068662834,0.0008066423690373254,0.0048301326432385605
0901700011454,0.18418167207952313,0.18762174624841185,-0.009967095667511942,-0.0034400741688887237
0901700011098,0.1816638447594323,0.2135426106818971,0.003985528309123227,-0.031878765922464775
0901700011365,0.2408508376970555,0.24869524788601172,-0.023024895259052835,-0.007844410188956208
0901700010742,0.26805969663022766,0.2779240145562708,-0.04666211053639478,-0.009864317926043142
0901700011153,0.18353825597397017,0.19503021877734308,0.011781868592073244,-0.011491962803372918
0900500010629,0.24729521119346218,0.25510905808251766,-0.025619577737880823,-0.007813846889055481
090050001313A,0.2134383379963774,0.21852296356135836,0.007666605881569749,-0.00508462556498096
0900500013356,0.22517785880022298,0.2392558140239311,0.022487089829091537,-0.01407795522370811
0901600010073,0.23738202588047827,0.22312417549561814,-0.013682737319183812,0.014257850384860132
0901600011226,0.22026445654574955,0.2069727925116423,-0.015394744485568334,0.013291664034107253
0901600011014,0.3453198530446947,0.3493708255107149,-0.03623035732554753,-0.0040509724660202084
0901600010181,0.217227853871571,0.20876713396106267,-0.011607015748996568,0.00846071991050834
0900400010369,0.2548108942151056,0.2309245967809168,-0.010403818180378123,0.023886297434188797
0901500011089,0.24470053013674053,0.215603313636094,-0.04501066472668614,0.029097216500646533
0901500010432,0.2314298770200334,0.23291843526895728,-0.028133401453314624,-0.0014885582489238824
0900300010728,0.2649322384719825,0.25496789856748764,-0.027115456722709253,0.009964339904494857
090030001054A,0.23975975580421385,0.23585396370715128,-0.010823284749451257,0.0039057920970625715
0900300010060,0.19677932519143176,0.2068729663944136,0.006497051581110294,-0.01009364120298184
0900300010041,0.31033955311578837,0.2978563809497758,-0.05852091265421786,0.01248317216601258
0900300010713,0.24826834079449403,0.2433110282492711,-0.021277571969285893,0.004957312545222942
090030001015A,0.24716187495557637,0.25066220914238246,-0.020881966817591986,-0.003500334186806092
0900300010412,0.255667070817327,0.24370122006003742,0.002495487728225393,0.011965850757289564
0900300010164,0.1952955051538241,0.19688151363243428,-0.009315460245696886,-0.0015860084786101791
0900300010198,0.25034499847874725,0.26234538026052195,-0.03534781203266768,-0.012000381781774705
0900300010200,0.259536139996584,0.25488987500163146,-0.019032722562910727,0.00464626499495252
0900300010268,0.2105873881046011,0.20070956622612457,-0.018570155505104186,0.009877821878476523
0900300010408,0.2225759179505162,0.22396949852009443,-0.014584688048760931,-0.0013935805695782233
0900300011567,0.21053495242580067,0.2014936001030623,0.004218272419656354,0.009041352322738366
0900300011590,0.24423170706209207,0.2514702481778755,0.0068063675879605386,-0.007238541115783426
0900300010145,0.31881410070205407,0.3088903631172423,-0.05680823128533025,0.009923737584811798
0900300010291,0.20843496824255384,0.20421126332238004,0.0026075163054919484,0.004223704920173793
